Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Remote_Work_Ratio_%,Automation_Risk_%,Location,Gender_Diversity_%,Job_Growth_Rate_%
maintenance engineer,manufacturing,increasing,low,90050.28,master's degree,4.0,75.4,52.22,germany,29.88,-59.916152323279384
commercial/residential surveyor,retail,decreasing,high,128196.85,phd,11.0,82.06,57.14,china,61.84,53.69641747773867
financial adviser,it,increasing,moderate,50754.57,associate degree,18.0,66.45,52.02,germany,32.38,-91.6780665754674
airline pilot,finance,decreasing,moderate,31705.1,master's degree,15.0,73.36,36.08,brazil,55.62,-76.37140287769785
quarry manager,finance,increasing,high,127409.56,master's degree,19.0,91.06,82.63,germany,54.63,-21.872816212438853
"research officer, government",entertainment,decreasing,low,31459.99,associate degree,18.0,58.5,64.53,uk,30.71,54.989421720733425
heritage manager,healthcare,increasing,low,96199.98,phd,5.0,34.13,44.98,usa,37.71,-3.466925530439606
passenger transport manager,manufacturing,increasing,low,59728.47,high school,13.0,96.57,79.56,usa,24.59,-70.57888762769579
amenity horticulturist,healthcare,decreasing,high,118253.63,phd,16.0,66.32,51.78,usa,47.97,-53.371286247998576
ranger/warden,education,decreasing,low,138191.02,high school,1.0,85.22,35.76,uk,20.03,456.55737704918033
trading standards officer,it,increasing,high,55916.1,high school,12.0,80.99,76.21,india,20.14,-36.69895678092399
"nurse, mental health",entertainment,increasing,low,104808.44,high school,0.0,10.2,25.7,germany,71.76,73.08730873087309
financial trader,transportation,increasing,moderate,91816.5,master's degree,12.0,28.47,47.13,usa,47.4,12.849698299506308
multimedia specialist,healthcare,increasing,high,117912.25,master's degree,0.0,46.08,93.9,china,49.94,-53.095741467834486
cabin crew,transportation,decreasing,moderate,50976.55,master's degree,6.0,75.11,90.53,india,59.47,9.451219512195122
manufacturing engineer,transportation,decreasing,low,110048.64,phd,16.0,1.48,44.65,usa,79.98,-36.787103946637025
civil service administrator,finance,decreasing,high,67862.76,phd,19.0,67.43,58.82,india,41.97,-74.80900052328624
site engineer,it,increasing,high,84718.92,master's degree,3.0,85.78,94.34,germany,72.68,-98.21090047393365
"engineer, communications",education,increasing,high,107368.5,master's degree,1.0,73.07,60.56,canada,20.53,201.0556621880998
"doctor, hospital",it,increasing,high,119131.99,phd,17.0,49.45,16.48,canada,56.97,230.8870116156283
magazine features editor,finance,increasing,high,111054.15,bachelor's degree,14.0,6.41,43.43,canada,71.17,-89.13841185968002
systems developer,entertainment,decreasing,moderate,124948.55,bachelor's degree,13.0,45.85,36.29,brazil,57.52,-13.477015413995364
plant breeder/geneticist,manufacturing,decreasing,moderate,30039.04,high school,19.0,86.03,24.11,india,35.12,-91.44284821986258
geoscientist,retail,increasing,moderate,93144.38,master's degree,6.0,51.04,10.31,germany,54.15,-33.11287477954144
horticultural therapist,it,increasing,moderate,36486.7,high school,16.0,78.44,80.23,australia,46.21,13.69212504946577
bonds trader,healthcare,increasing,moderate,35896.3,phd,17.0,86.5,36.68,china,35.11,211.87419768934532
"presenter, broadcasting",entertainment,increasing,low,52348.19,master's degree,17.0,41.78,55.65,australia,31.09,-81.65102224508165
warehouse manager,healthcare,increasing,low,106005.85,associate degree,20.0,29.32,24.47,canada,28.54,31.271878646441074
commercial/residential surveyor,it,increasing,low,39755.32,master's degree,19.0,13.81,77.3,uk,79.16,5.194369973190349
"administrator, civil service",transportation,increasing,moderate,100842.96,associate degree,5.0,80.04,10.23,brazil,38.59,-18.99242086491306
"nurse, learning disability",retail,decreasing,high,73020.92,high school,6.0,72.14,60.96,australia,50.65,-55.418080223508284
herpetologist,transportation,decreasing,high,136905.56,high school,1.0,84.21,25.42,germany,20.94,-12.65280534949326
engineering geologist,it,decreasing,high,62931.11,master's degree,0.0,45.47,1.1,australia,25.48,369.2569483834373
theatre manager,manufacturing,decreasing,moderate,138559.15,bachelor's degree,12.0,4.53,50.01,canada,34.14,313.61502347417843
warehouse manager,manufacturing,increasing,moderate,99215.29,phd,16.0,40.34,90.92,germany,74.54,13.506444984121055
speech and language therapist,entertainment,increasing,moderate,82085.75,associate degree,16.0,24.87,72.48,brazil,30.17,-96.58091286307055
"scientist, water quality",it,increasing,moderate,95289.58,high school,20.0,52.77,56.23,brazil,62.33,-59.43363446838082
"geologist, wellsite",manufacturing,decreasing,low,139874.31,bachelor's degree,8.0,75.57,45.19,australia,60.74,74.64555330510035
"accountant, chartered management",healthcare,increasing,low,131348.05,master's degree,17.0,5.73,41.32,uk,58.67,-57.06666666666666
"development worker, international aid",education,increasing,low,126495.05,master's degree,17.0,4.7,50.82,canada,63.76,-96.38939670932358
"administrator, civil service",healthcare,increasing,moderate,112467.74,master's degree,6.0,77.16,40.88,brazil,39.71,50.46573519627412
physiological scientist,finance,increasing,low,34368.25,phd,2.0,26.93,75.95,brazil,29.43,-9.94408945686901
"psychologist, prison and probation services",retail,increasing,low,92121.01,associate degree,19.0,77.52,10.59,australia,34.71,-78.63887984369912
data scientist,healthcare,increasing,low,129746.85,master's degree,6.0,24.34,43.8,germany,39.4,663.5483870967743
theatre stage manager,manufacturing,increasing,low,57274.44,associate degree,8.0,16.94,84.76,brazil,73.76,-41.49484536082475
special effects artist,healthcare,increasing,moderate,102411.31,master's degree,18.0,35.3,40.37,canada,59.27,-50.128465179175116
quarry manager,manufacturing,decreasing,moderate,107209.47,phd,18.0,59.32,64.34,india,26.79,23.229136793805562
landscape architect,education,decreasing,low,98221.99,high school,7.0,38.93,30.78,brazil,23.18,-19.862187769164514
"physicist, medical",education,decreasing,low,41903.83,high school,13.0,27.89,71.76,usa,71.13,411.0032362459547
holiday representative,education,increasing,moderate,106309.36,master's degree,15.0,29.28,4.93,usa,65.84,43.182814555019725
"therapist, drama",transportation,increasing,high,91440.33,phd,15.0,30.79,45.91,canada,48.93,-77.23502304147466
"engineer, land",retail,decreasing,low,87242.42,master's degree,15.0,36.33,49.39,usa,66.8,-71.07757107757108
industrial buyer,it,decreasing,high,133488.73,associate degree,6.0,88.05,36.55,brazil,57.09,-48.18903070024147
"copywriter, advertising",entertainment,decreasing,high,82466.47,phd,20.0,87.56,78.76,india,51.97,72.08898157803267
warehouse manager,healthcare,increasing,moderate,59581.49,phd,15.0,60.26,84.2,uk,68.13,-6.106341733591803
veterinary surgeon,education,increasing,high,44600.94,associate degree,11.0,95.71,9.94,australia,70.64,73.82871536523929
public relations account executive,it,increasing,low,140285.23,high school,10.0,51.49,78.81,usa,65.27,-23.4375
energy engineer,entertainment,decreasing,moderate,112758.85,high school,17.0,89.05,12.24,australia,78.61,12.768600173891443
child psychotherapist,education,decreasing,high,59525.8,phd,19.0,59.09,73.16,usa,58.86,-35.83498426756788
automotive engineer,retail,decreasing,high,116319.67,high school,11.0,64.08,14.56,uk,40.48,51.766606097314764
"therapist, occupational",healthcare,increasing,low,104053.54,phd,3.0,67.41,34.65,uk,75.78,157.6527852893456
heritage manager,finance,decreasing,high,116567.24,high school,13.0,46.16,46.78,canada,39.15,311.3255033557047
"administrator, civil service",entertainment,decreasing,moderate,49165.87,associate degree,12.0,48.89,54.14,australia,61.04,149.97064004697594
environmental consultant,finance,decreasing,high,32701.49,bachelor's degree,6.0,50.46,50.16,canada,41.94,56.317689530685925
"engineer, communications",retail,increasing,high,107872.54,master's degree,3.0,60.6,95.83,usa,47.03,45.20499108734403
"engineer, agricultural",it,increasing,low,61228.11,associate degree,0.0,4.75,13.69,india,44.27,15.93472522198224
"producer, television/film/video",transportation,decreasing,low,105938.09,bachelor's degree,12.0,13.52,76.67,canada,33.47,-57.33318279327085
"designer, multimedia",education,increasing,high,79572.38,phd,1.0,40.28,93.07,usa,45.8,1.5224249074201068
higher education lecturer,healthcare,decreasing,high,49505.65,high school,12.0,38.56,93.98,usa,55.43,5845.038167938932
photographer,entertainment,increasing,moderate,112627.95,master's degree,11.0,4.44,47.23,china,26.18,2.526315789473684
"sales professional, it",healthcare,decreasing,low,141693.4,associate degree,15.0,75.41,2.81,brazil,73.93,-47.00196344962996
"research officer, government",retail,decreasing,high,75656.45,high school,19.0,82.42,66.33,canada,74.03,-15.633333333333333
optometrist,healthcare,increasing,high,70970.97,bachelor's degree,20.0,22.49,16.17,china,22.49,-83.42518881404368
materials engineer,healthcare,decreasing,low,97788.89,bachelor's degree,13.0,15.27,6.29,germany,43.36,-73.02044737203238
psychiatric nurse,entertainment,decreasing,low,149419.69,associate degree,8.0,2.78,81.85,canada,30.56,-74.85553646728096
prison officer,finance,increasing,high,96632.83,phd,15.0,68.4,16.5,canada,59.29,9.019493744544661
neurosurgeon,finance,increasing,low,57307.74,associate degree,4.0,87.45,8.72,uk,62.08,-50.31100974497201
"programmer, multimedia",transportation,decreasing,low,101895.93,associate degree,5.0,17.04,0.36,india,70.79,7.379097457004264
"development worker, international aid",education,increasing,low,149765.13,high school,1.0,7.47,64.05,usa,50.6,103.83653044203503
"solicitor, scotland",entertainment,decreasing,moderate,134155.54,bachelor's degree,13.0,18.84,32.89,india,51.67,1350.7246376811595
advertising account executive,retail,increasing,low,53152.08,associate degree,5.0,50.63,44.34,australia,25.78,-77.49456390432472
civil service administrator,it,increasing,low,138412.18,high school,2.0,90.76,76.08,usa,22.67,-56.67116914302866
field trials officer,it,increasing,low,127795.85,associate degree,18.0,32.63,74.33,brazil,51.21,-83.48203520617314
"administrator, local government",entertainment,decreasing,low,58125.96,master's degree,15.0,91.47,9.07,brazil,78.6,104.53977509371096
corporate investment banker,education,decreasing,high,131983.75,bachelor's degree,8.0,91.84,8.52,india,69.66,74.14571244358478
human resources officer,education,decreasing,low,141277.89,associate degree,20.0,10.51,40.48,australia,51.46,-77.20804710500491
oncologist,healthcare,decreasing,low,137175.33,phd,13.0,56.35,55.29,australia,33.67,-54.34214822069866
veterinary surgeon,healthcare,increasing,moderate,79635.5,phd,6.0,20.02,2.79,brazil,57.0,42.33191738684635
nature conservation officer,education,decreasing,moderate,106698.22,high school,7.0,70.46,27.15,brazil,76.04,-69.20505740444702
fine artist,entertainment,increasing,low,111573.25,bachelor's degree,14.0,35.67,19.31,brazil,67.01,2701.5060240963853
physiotherapist,healthcare,increasing,moderate,77182.03,bachelor's degree,20.0,20.86,1.21,brazil,33.62,3020.0
"merchandiser, retail",entertainment,decreasing,low,75475.85,associate degree,17.0,55.09,0.26,canada,20.54,612.8508124076809
"buyer, industrial",finance,increasing,low,141997.05,phd,0.0,67.18,78.62,brazil,23.41,-89.792663476874
information systems manager,transportation,decreasing,moderate,97264.39,high school,18.0,10.56,91.02,brazil,58.96,-93.05695310927752
hydrographic surveyor,transportation,increasing,low,82392.52,master's degree,1.0,59.32,33.06,germany,51.01,-16.886187098953055
risk manager,finance,increasing,high,86340.61,high school,2.0,80.02,81.34,uk,21.56,156.25730994152048
"psychologist, occupational",retail,decreasing,high,146119.54,bachelor's degree,13.0,43.23,83.95,uk,71.61,87.76553894571204
"surveyor, insurance",it,decreasing,moderate,148734.53,bachelor's degree,14.0,47.49,30.56,usa,38.08,52.32512700273544
"journalist, newspaper",healthcare,increasing,low,73535.34,master's degree,0.0,69.12,40.64,canada,48.8,46.81456200227531
archaeologist,transportation,increasing,low,131592.72,associate degree,1.0,37.41,14.9,usa,49.95,158.56389986824772
chiropractor,retail,decreasing,high,111257.91,associate degree,12.0,63.5,27.14,china,58.47,-68.38046272493573
aeronautical engineer,healthcare,decreasing,low,50470.79,associate degree,11.0,13.67,13.88,china,73.19,-92.50425894378195
haematologist,entertainment,increasing,moderate,54508.2,master's degree,9.0,60.31,78.62,canada,38.8,71.61482585211398
"secretary, company",retail,increasing,low,109257.67,high school,1.0,37.1,49.39,china,64.96,298.4081041968162
"engineer, production",finance,decreasing,moderate,55708.21,master's degree,4.0,25.76,47.37,australia,51.05,321.6254086875292
"chemist, analytical",finance,decreasing,moderate,124215.86,bachelor's degree,12.0,70.08,77.25,usa,65.39,92.98930921052632
records manager,education,increasing,moderate,136139.82,associate degree,5.0,87.01,8.08,brazil,55.23,483.4142394822006
media buyer,entertainment,increasing,low,128863.86,associate degree,17.0,41.22,90.74,germany,74.35,157.62777994537652
"doctor, hospital",entertainment,increasing,low,58156.84,bachelor's degree,3.0,99.09,97.0,usa,75.01,34.22105698909893
"surveyor, quantity",entertainment,increasing,low,107684.19,high school,5.0,62.85,37.31,brazil,36.68,1494.1176470588236
"teacher, primary school",manufacturing,increasing,moderate,65641.99,phd,9.0,92.34,36.65,brazil,20.42,-91.89759036144578
operational investment banker,finance,increasing,high,69655.29,bachelor's degree,16.0,92.63,4.01,uk,27.79,426.29076086956525
community development worker,transportation,decreasing,moderate,134721.66,master's degree,14.0,51.65,69.13,brazil,74.64,-82.78793525096076
radio producer,manufacturing,decreasing,moderate,63333.9,phd,2.0,69.9,0.07,uk,27.61,815.7620041753653
logistics and distribution manager,it,decreasing,moderate,58849.83,phd,19.0,16.27,92.63,india,43.82,-13.799955840141312
aeronautical engineer,it,decreasing,low,39228.59,associate degree,20.0,52.02,64.55,china,23.45,-83.20660723649712
medical laboratory scientific officer,entertainment,decreasing,moderate,71470.13,high school,18.0,73.88,30.36,brazil,67.52,-1.8764659890539486
health visitor,finance,decreasing,high,44504.02,high school,19.0,64.1,15.86,india,65.29,108.64309459051074
surgeon,transportation,decreasing,moderate,90985.54,master's degree,2.0,4.69,39.87,usa,77.95,64.75675675675676
police officer,entertainment,decreasing,low,63613.69,phd,16.0,94.45,46.33,usa,61.55,418.78260869565213
"pharmacist, community",it,increasing,low,87365.78,high school,10.0,14.25,34.83,brazil,41.89,225.82551268682653
accounting technician,healthcare,decreasing,low,112837.84,bachelor's degree,9.0,59.04,92.18,brazil,25.45,-48.98550724637681
charity fundraiser,healthcare,increasing,high,145945.2,associate degree,14.0,40.35,94.14,canada,43.69,29.653552554315915
tourist information centre manager,healthcare,decreasing,low,80859.93,bachelor's degree,14.0,83.81,82.79,usa,68.93,76.48743238943685
interpreter,finance,decreasing,moderate,114042.58,high school,3.0,99.13,51.51,usa,79.75,-77.52330226364846
telecommunications researcher,it,decreasing,low,100644.59,associate degree,1.0,50.11,46.36,australia,56.97,-35.20665322580645
investment analyst,transportation,increasing,low,41997.68,master's degree,5.0,92.86,95.99,uk,46.14,108.17766708177668
community education officer,healthcare,increasing,high,51797.01,bachelor's degree,10.0,56.43,73.81,india,72.11,1.430704155262503
"surveyor, building",entertainment,decreasing,moderate,52696.21,master's degree,11.0,11.19,68.58,canada,28.63,-13.753799392097266
"research officer, trade union",finance,decreasing,high,117569.45,bachelor's degree,16.0,25.97,3.47,canada,39.39,-58.6593456874857
